Chromosome	Start	Stop	Strand	Gene Symbol	AKO5	AKO6	AKO7	AKO8	Ako_Lx1	Ako_Lx2	Ako_Lx3	WT6	wt_Lx1	WT7	WT5	Ako_Lx4	wt_Lx3	WT8	wt_Lx2	wt_Lx4
1	85717083	85736607	-	A630001G21Rik	12	12	16	7	39	31	27	13	52	12	16	21	128	7	34	28
5	20950989	20956399	+	A630072M18Rik	194.9	156.089	124.584	171.94	113.436	124.657	151.735	119.113	176.055	132.353	122.326	157.799	147.235	172.747	159.03	158.835
1	88264828	88277558	-	A730008H23Rik	53.7939	35.1117	31.3007	66.4422	57.7876	73.9861	12.2831	45.8237	119.846	36.5723	51.2122	100.269	131.361	65.0869	45.7227	85.1577
2	130872541	130906397	-	A730017L22Rik	19	16	14	28	30	35	32	43	53	17	30	34	56	16	36	55
3	121634936	121646454	-	A730020M07Rik	29	15	26	25	36	31	23	26	50	17	26	26	32	18	29	48
7	73313806	73375775	-	A730056A06Rik	28.1065	19.2271	29.5123	17.2275	15.1202	13.054	28.0393	12.2116	18.1009	22.6875	16.0958	13.0567	15.1277	21.3622	18.0881	35.0974
5	107497745	107512557	+	A830010M20Rik	76	80	44	53	75	75	71	69	97	74	56	92	88	44	75	100
9	45953986	45955999	+	A830035O19Rik	22.2548	15.023	12.6334	12.1851	15.1527	2.20108	15.2846	20.6876	11.0655	10.2524	11.3841	14.8634	14.1731	16.9067	24.833	40.1794
10	33987216	33995056	-	A830082N09Rik	33	36	28	16	48	36	25	27	28	27	11	39	32	14	44	38
13	47143940	47148671	-	A930002C04Rik	10	24	17	14	27	19	16	20	30	12	8	35	29	19	9	16
2	18025189	18037742	-	A930004D18Rik	67.8096	86.665	88.2331	80.6471	138.891	110.513	117.659	80.9015	141.573	78.1277	67.057	91.3598	159.032	104.377	122.874	102.287
3	115881579	115888131	-	A930005H10Rik	46	24	31	46	41	26	34	34	30	50	42	33	35	50	25	28
8	22634384	22636810	-	A930013F10Rik	44	31	21	15	26	25	35	19	23	16	8	34	34	28	31	43
7	19417466	19421418	-	A930016O22Rik	74.1217	106.271	86.3563	72.1515	46.0993	49.1677	48.0887	69.1434	54.1367	105.324	71.1596	64.1512	32.0959	345.782	59.1562	57.1135
10	69209762	69213099	-	A930033H14Rik	22	28	38	21	36	29	33	28	33	13	11	26	41	25	41	51
1	130731976	130744623	+	AA986860	20	11	6	15	20	33	22	14	21	16	13	18	45	28	13	18
17	27563769	27565728	-	AI413582	41	49	35	29	91	57	60	28	100	49	47	94	150	71	103	100
11	83293430	83294930	+	AI450353	18	20	21	26	26	15	24	14	14	14	9	13	27	9	13	18
7	127091436	127094050	+	AI467606	11	15	23	12	39	51	54	17	83	11	35	38	114	23	78	64
4	141614370	141615605	+	AI507597	40	33	33	63	8	9	32	28	21	14.1466	15	21	13	43	12	21
9	52673032	52679781	-	AI593442	19	23	30	18	66	78	50	45	46	31	19	103	19	23	21	35
1	43098710	43115947	+	AI597479	464	465	457	441	500	445	498	421	502	448	435	506	522	444	499	535
11	83223576	83226585	+	AI662270	16	18	13	19	31	55	61	21	130	15	17	71	295	8	62	76
19	5425144	5427317	+	AI837181	420.001	367.999	358.999	454.001	457.002	507	456.999	276	534.001	338	307	498.999	700.003	411	476	569.999
5	31569592	31571398	-	AI839979	13	26	20	14	31	45	23	13	53	8	26	46	61	25	12	31
6	48628167	48633689	+	AI854703	19	13	14	17	13	12	12	10	20	7	13	9	15	14	14	24
7	41372930	41393380	-	AI987944	190.545	180.063	181.432	172.075	188.385	196.57	164.385	182.28	201.118	181.211	204.828	176.476	258.38	163.316	193.37	233.892
16	5211819	5222300	-	AU021092	54	50	75	53	84	68	49	63	52	52	45	100	67	57	79	55
4	119225138	119232725	-	AU022252	140	101	77	105	106	94	88	91	122	64	60	110	150	106	103	107
4	126753555	126869695	+	AU040320	627.001	664.999	522	569.004	833.005	711.004	722.001	486.002	716	474.003	411.999	780.997	922.997	559.002	754.999	724
10	82128013	82153066	+	AU041133	36	22	18	38	44	45	38	46	45	35	54	34	31	16	37	33
4	156203284	156206029	+	AW011738	79	121	45	88	114	102	98	112	77	118	73	92	95	91	105	91
19	11047612	11050567	-	AW112010	153	178	176	186	60	116	91	198	110	187	230	101	146	204	171	163
7	41478874	41499891	-	AW146154	40.4548	48.937	36.5683	61.9249	56.615	68.4303	51.6148	47.7203	62.8819	54.7892	49.1724	43.5239	81.6197	33.6845	61.6301	62.1076
13	14630245	14638203	+	AW209491	186	173	185	175	215	187	173	186	173	187	224	172	167	179	187	198
15	3982035	3995747	-	AW549877	694	626	511	664	743	765	803	607	847	554	589	700	1055	426	854	963
18	25169020	25467322	+	AW554918	106	111	83	113	91	103	129	67	115	71	82	97	165	93	130	140
15	102338247	102350760	-	Aaas	112	89	107	123	119	171	112	78	155	87	89	152	252	117	139	139
5	125475873	125517406	+	Aacs	44	52	36	56	96	158	113	39	187	34	24	148	205	35	99	237
9	63602646	63644591	+	Aagab	329	288.999	337	302.001	330	371	362	288.001	424.999	326	276	353.001	513	357	381	451.001
6	86849517	87003228	+	Aak1	1075.01	1184.01	843	1105	1454.02	1478	1202	810	1526	902.001	687.003	1431.99	1962	989.995	1329.02	1484
7	97550331	97579498	-	Aamdc	516.999	467	531	467	446	385	451	451	437	563.001	554	397.999	402	564	397	443.001
1	74279840	74284739	-	Aamp	1305.01	1315.01	1036.01	1185.99	1169	1183.01	1347.01	1018	1480.01	1148.99	1124.01	1329.01	1874	1538	1300.99	1483.01
2	156547576	156568973	+	Aar2	403.001	368.999	366.001	416.001	401.001	437.999	447.001	290.999	377.999	370.001	313.999	422.999	422.999	348.999	387.001	375.002
8	111033842	111055570	+	Aars	641	711	656	709	1191	1252	922	652	1299	627	513	1112	1550	775	1007	1017
17	45506832	45520844	+	Aars2	330.001	376.001	304	365	388.999	382.001	369.001	322	334	268.001	226	377.999	378.001	365.999	335.001	375
11	101406840	101417434	-	Aarsd1	380	352	314	341	350	350	425	349	306	312	307	323	306	502	345	431
5	76875935	76905515	-	Aasdh	193	161	113	165	200	189	192	153	181	146	122	162	211	176	214	197
9	4294793	4309495	-	Aasdhppt	411	410.001	438.001	419	484.001	411.001	391.001	405.001	368	489.998	492.002	443	439.001	350	369.001	408
11	84422856	84513502	-	Aatf	102	128	116	102	98	123	105	120	125	95	100	101	149	125	110	101
11	120007316	120047146	-	Aatk	83	78	45	74.0001	69	86.0001	109	64	163	51	57	63	154	61	141	145
16	8513429	8621568	+	Abat	247.001	419.998	271	206	402	541.998	423.999	241	650	151	284.999	507.001	729.995	173	483.001	748.006
4	53030789	53159896	-	Abca1	647	620	460	568	596	628	618	638	644	495	522	582	1850	431	882	1079
1	71243090	71414911	-	Abca12	89	45	39	59	38	43	43	49	32	47	36	46	27	65	71	65
2	25428599	25448541	+	Abca2	831.002	943.999	629.004	769.002	898	909.993	791.999	630.999	897	529	500.001	964.999	841.002	798	924.007	916.994
17	24352023	24410205	+	Abca3	305.001	268.578	232.888	333	399.999	414.573	402.962	213	567.999	203.507	221.845	467.344	673.412	262.035	478.22	586.348
3	122044460	122180062	+	Abca4	156	131	68	112	104	95	132	114	66	77	66	96	33	67	68	88
11	110269369	110337717	-	Abca5	168	182	133	166	161	181	131	161	151	148	139	202	307	134	178	190
11	110176821	110251777	-	Abca6	168	139	121	156	116	120	78	91	88	122	131	103	69	121	128	144
10	79996494	80015573	+	Abca7	245	229	178	251	343.001	312	298	187	342.999	121	127	296	493.001	220	310.999	338.999
11	110025634	110095938	-	Abca8a	1331	1146	1019	1233	1121	1112	1044	974	1215	1026	1096	1180	846	1119	1339	1349
11	109932206	109995846	-	Abca8b	353	319	263	308.001	294.001	327	304	248	318	274	258	309	306	237	362	416
11	110100822	110168154	-	Abca9	330	322	252	282	326	401	322	193	350	241	264	357	473	220	373	522
8	123952459	123983123	-	Abcb10	824	930	722	834	893	733	759	688	729	751	709	836	565	943	786	793
5	8567091	8748576	+	Abcb1a	242.48	313.931	251.336	240.614	237.616	256.595	334.791	311.298	253.829	233.755	310.196	264.684	207.466	296.434	333.525	313.448
5	8798147	8866315	+	Abcb1b	110.52	98.0694	88.6638	104.386	189.384	274.405	188.209	96.7018	369.171	123.245	117.804	394.316	602.534	121.566	351.475	577.552
5	8893721	8959227	+	Abcb4	511	563	525	409	396	386	386	459	315	429	446	476	219	534	344	366
1	75171641	75180393	-	Abcb6	250	245	287	242	268	246	280	263	243	236	194	327	250	332	243	287
X	104280565	104413847	-	Abcb7	928	994	905	806	936	939	955	974	826	984	893	920	922	519	876	797
5	24394156	24409948	+	Abcb8	1159	1194	999	1144	1215	1245	1256	980	1211	862	862	1271	874	1224	1219	1228
5	124061857	124095799	-	Abcb9	132	204	151	174	293	275	197	140	232	156	126	240	192	164	236	243
16	14361558	14474879	+	Abcc1	529	474	500	582	465	584	567	419	704	499	367	675	832	568	668	719
17	46303220	46328024	-	Abcc10	88	71	45	72	92.9999	118	92	54	141	57	37	96	149	69	77	113
11	94343295	94392991	-	Abcc3	14	16	19	22	53	68	57	26	110	13	9	92.9999	300.001	16	89	84
14	118482692	118706220	-	Abcc4	188	156	140	170	228	230	184	132	274	151	98	251	369	145	267	249
16	20331304	20426395	-	Abcc5	486	414	341	451	523	485	516	436	729	337	269	636	875	484	609	742
7	46104523	46180034	-	Abcc8	447.001	397	310	428	618.002	697.998	748.006	278	871.001	347.001	236	834.995	1002	382	713	1019
6	142587862	142702275	-	Abcc9	5114.13	4811.08	4209.02	5205.83	3173	3338.98	4064.1	4234.97	2195	3820	3000.97	3300	1081	3971.01	4117	3723.04
X	73716597	73738535	+	Abcd1	573	550	425	472	627.998	749	643	385	787	385	352	717	713	537	660	741
15	91145871	91192008	-	Abcd2	84.0001	95.0001	84	72	91	115	151	82	122	106	89	108	96	75	148	169
3	121758904	121815303	-	Abcd3	1891.96	1927.99	1635.97	1825.02	1599.98	1594.99	1759.01	1728	1541	1602.98	1696.98	1668	1393	1805	1652.98	1811.03
12	84602531	84617467	-	Abcd4	67	77	57	83	171	110	121	62	155	57	77	174	319	73	145	192
8	79683442	79711741	-	Abce1	1066.99	911.002	850	800.002	1150.99	1237	940	850	1038.01	916.005	937.009	1146	1626.01	830.003	1064.01	902.993
17	35956819	35969751	-	Abcf1	1251	1312	1123	1180	1228	1271	1332	937	1379	1089	850	1451	1682	1373	1346	1303
5	24565341	24577468	-	Abcf2	876.998	867.004	889.993	891.001	904.995	885.999	907.995	822.005	822.995	855.005	679.005	768.996	1056.01	986.003	862.996	907.001
16	20548603	20561604	+	Abcf3	662	615	574	580	703	737	652	570	706	580	521	723	830	661	672	678
17	31057694	31117982	+	Abcg1	90	115	90	101	166	161	135	86	212	62	89	122	434	75	215	219
6	58584976	58692452	+	Abcg2	285	284	310	276	306	368	256	197	392	285	292.001	371.999	552.998	277.001	315	332
5	30950066	30955096	+	Abhd1	25.2701	28.7059	25	41.7837	27.319	22.3774	49	23.4491	24.0974	21.7113	37.6434	30.6988	8.15627	31.4988	18	45.3265
16	45729725	45742956	-	Abhd10	212	151	165	189	257	235	218	215	211	197	170	209	252	249	231	249
5	135009152	135012176	+	Abhd11	396.999	513	470	495.999	452	486	485.001	453	486.001	410	407.001	545.001	453	570.999	498.999	466
2	150832515	150904732	-	Abhd12	538.001	549.001	608	589	806	703.998	709	506.998	808.002	443	487.001	783.003	1077	621.999	732.006	814.998
8	9977717	9992155	+	Abhd13	464	401	343.999	409.001	439.001	390.999	361.999	305	481.999	286	330	402.999	592.998	313	421	500
9	106440053	106447679	-	Abhd14a	165	142	159	169	171	167	156	128	235	141	149	137	249	200	200	229
9	106448640	106452919	+	Abhd14b	142	159	141	142	160	182	200	138	201	99	99	170	225	196	186	267
11	77515117	77520629	+	Abhd15	31	32	20	20	35	52	28	16	64	23	21	57	44	26	40	48
17	35089291	35102988	+	Abhd16a	618	529	485	465	526	508	507	507	637	518	474	585	687	664	565	699
10	80583649	80590342	-	Abhd17a	636	610	595	654	757	776	808	600	931	511	545	834	1179	780	718	809
19	21653309	21685638	+	Abhd17b	163	147	130	152	188	177	183	156	220	156	108	215	375	72	185	271
7	84109356	84151894	-	Abhd17c	289	327	273	287	539	616	509	313	505	268	244	508	572	262	418	505
3	40894277	40936308	+	Abhd18	622.687	630.437	547.866	534.235	592.605	531.73	617.128	572.684	387.812	613.75	529.123	549.169	294.6	543.003	430.849	447.188
7	79273266	79361602	+	Abhd2	148	136	93	79	113	180	144	82	159	65	84	220	278	103	207	170
18	10644411	10706697	-	Abhd3	37	42	25	60	45	64	42	40	56	28	40	37	85	41	82	57
14	54254129	54269170	+	Abhd4	607.002	520	557.998	613	956	912	733.001	551.999	974.008	490.999	490.998	936	1388.98	692.997	818	1099.99
9	122351616	122381524	+	Abhd5	600.999	707.003	726.997	665.002	761.003	722.001	677.002	646.998	674.998	600.001	623.003	627.003	668.002	710.005	699.004	706.002
14	8002888	8056771	+	Abhd6	86	98.0001	85	111	126	125	115	114	116	94	104	122	203	146	130	140
8	71456700	71463658	-	Abhd8	400	352	300	386	390	455	521	277	533	253	284	496	571	377	529	672
2	22940074	23040242	-	Abi1	359	335	295	392	491.422	601.998	468.999	327	695.998	270.431	292	658.998	1343.01	220	590	741.003
1	60409619	60481164	+	Abi2	249	257.001	221	241.999	341.001	307	380	238	438	243	184	390	556.998	199	372.001	491.999
11	95830072	95842477	-	Abi3	384.183	436.877	397.746	451.194	442.879	423.802	564.797	248.093	562.189	319.219	295.856	567.252	835.987	349.551	477.753	441.373
16	56477846	56690136	+	Abi3bp	129	110	145	93	108	239	213	68	427	62	101	273	266	57	288	522.001
4	56802329	56809606	+	Abitram	47	55	28	65	106	104	84	49	135	36	54	88	190	55	90	77
2	31688537	31804363	+	Abl1	1028.01	907.003	665.998	949.007	948.006	1045	927.991	674.997	1278.01	748	559.001	1114.01	1633	902	1194.01	1379
1	156558787	156649620	+	Abl2	429.001	466	311	387	499	461	456	302	533.999	344.999	309	577	807	431	465	526.002
19	57032733	57314920	-	Ablim1	7297.91	7767.14	5791.12	7138.91	7177.92	6870.71	6831.05	5865.1	4509.06	5888.08	5432	6225.79	3802.97	6930.97	5501.06	5577.17
5	35757880	35884980	+	Ablim2	332.999	349	235	302	254	340	480.001	294	491.002	244	187	410	623.001	323	361	608.002
18	61799393	61911853	-	Ablim3	747.005	752.999	561.999	813.996	437	450	540.999	512.998	428	562.998	596.002	536	460.999	798.002	420.001	467.002
11	76416732	76577740	-	Abr	487.998	510.999	415	483.001	653.002	736.001	745.996	422.001	766.005	383.999	358	662.001	1290.01	498.999	710.001	787
15	41865293	41869721	-	Abra	398	425	458	430	705	590	553	387	498	401	386	503	448	532	398	312
10	18011260	18023253	-	Abracl	284	228	218	262	416.001	497	326.001	249	513.999	274	325	464.001	921.997	247	363	380
5	100804802	100820936	-	Abraxas1	126	116	96	118	148	143	132	141	131	131	109	120	144	139	130	115
7	132859225	132885115	+	Abraxas2	324	284	327	341	437	461	365	314	450	326	340	399	564	361	377	387
13	23418361	23423867	-	Abt1	136	198	211	195	173	132	122	147	166	141	126	178	222	184	165	190
6	88835914	88841936	-	Abtb1	318	270.001	286	303	244	167	285.001	278.999	314	210	226	311	310	362.999	307	343.999
2	103566310	103718424	+	Abtb2	441	468	287	398	625	618	532	332	428	341	251	551	373	416	456	451
9	119341294	119350296	+	Acaa1a	1101.97	1026.68	1001	1150.91	898.967	1017.57	1171.86	948.959	1264.62	841.759	786.001	1260.81	1243.69	1210.74	1122.82	1382.92
18	74779212	74806208	+	Acaa2	15261	13527	12961	14991	10411	9474	9645	12779	6464	14052	13475	8451	5675	17937	7917	8988
11	84195438	84401652	+	Acaca	168	194	140	179	170	286	168	116	298	110	115	206	368	134	247	557
5	114165518	114250759	+	Acacb	4961	5132	3377	4956	4087	3948	4679	3609	3268	3468	2760	4018	2323	4684	3693	3941
5	121621029	121660511	-	Acad10	61.3052	59.4942	42.2624	77.6592	53.0644	62.5158	46.5964	62.7765	67.0678	47.7674	55.6025	68.943	72.2119	67.1398	75.4921	82.6586
9	104063724	104127657	+	Acad11	2664	2881	2439	2462	2293	2226	2311	2730	1867	2534	2714	2080	1392	2906	2029	2074
5	121598281	121618939	-	Acad12	1013.69	1145.51	711.738	876.341	505.936	515.484	789.404	754.224	573.932	785.232	629.397	674.057	499.788	921.86	755.508	851.341
9	26974139	26999550	-	Acad8	630	705	565	705	532	531	635	575	532	620	661	618	534	765	572	673
3	36065979	36092858	+	Acad9	758	676	586	659	679	702	708	634	848	641	612	749	818	675	702	757
1	66830839	66863310	-	Acadl	14401	14537	13880	15433	18767	16153	13634	11918	10884	14207	11794	13898	9101	14958	12768	11936
3	153922353	153944644	-	Acadm	19639	19097	16551	19282	12086	11237	13603	16986	8567	19822	18567	11830	5331	21673	11757	11812
5	115110299	115119347	-	Acads	2819	2911	2509	3066	2082	2017	2503	2367	1784	2457	2229	2203	1143	3378	1852	2047
7	131410601	131446212	+	Acadsb	2949	2745	2315	2261	2037	2196	2564	2506	1970	2539	2526	2094	1887	1887	2154	2591
11	70010183	70015429	-	Acadvl	15664	14577	11929	14709	14567	12878	12862	12233	8593	13455	12203	11820	5646	16956	11215	10480
16	31092413	31201239	-	Acap2	398	408	415	463	441	581	493	325	727	339	341	671	1058	357	621	771
4	155891875	155907252	+	Acap3	183	200	170	199	244	232	306	165	344	181	129	321	432	241	270	373
9	53580522	53610351	-	Acat1	8774	8803	7721	8509	7356	6359	7005	7810	5382	9097	9072	6581	3841	9450	6198	6425
17	12943042	12960726	-	Acat2	91.1123	66.8426	65.1011	83.1163	63.9378	101.936	80.9857	72.8027	127.027	93.4876	48.9109	79.6145	161.135	79.4204	86.4861	137.937
1	180726043	180754205	+	Acbd3	426	369	344	370	651	710	542	264	729	332	311	698	1305	347	610	679
11	103101688	103112200	+	Acbd4	177	134	151	126	186	186	235	154	212	135	94	177	244	145	207	273
2	23068201	23114513	+	Acbd5	463.001	470	398.999	432	459.001	463.999	450	315	551	386	432.001	472.001	768.002	240	535.001	601.001
1	155558120	155687234	+	Acbd6	446.001	484.001	515	532.999	479.999	449	434	391	462.001	432	385	426	592.001	519	451	484
2	93833467	93849944	-	Accs	51	51	58	74	55	80	82.9999	68.0001	120	56	59	102	121	81.0001	97	109
8	105698155	105701229	-	Acd	104	93	97	117	140	134	108	77	160	75	68	147	234	113	119	132
11	105967948	105989965	+	Ace	1006	879	859	849.002	1300	1375	1126	661.001	1970	704.002	778.002	1879.01	1593.99	811.999	1469	1626.98
X	164139342	164188419	+	Ace2	17	25	16	26	20	28	21	18	16	19	37	27	12	8	13	25
4	86874414	86932491	+	Acer2	409.002	375.001	326	359	635.002	626.997	557.002	274.001	416	224	232	553.997	916.996	246.999	358	626.003
7	98213810	98321209	-	Acer3	115	98.0001	126	121	159	165	159	112	191	87	110	190	406.999	72	202	180
5	137288254	137294467	+	Ache	55	39	47	47	38	59	89	23	148	21	26	122	147	21	76	140
14	54642161	54686932	-	Acin1	1015.56	930.012	683.905	873.86	1231.39	1331.46	1167.67	692.806	1480.02	667.263	504.735	1323.14	2016.56	915.693	1165.72	1347.37
9	121898355	121911072	+	Ackr2	11	24	24	20	40	65	57	12	43	22	19	54	42	25	42	36
1	90203980	90215723	+	Ackr3	1108.99	1093.99	1019.99	970.01	997.008	984.004	1086.99	1050.01	1182.01	1090.99	1180.99	1338.01	806.996	1143.01	1276.01	1414
9	104098138	104126644	-	Ackr4	93	65	101	101	97	85	75	50	127	61	91	140	67	96	82	120
11	100476352	100528001	-	Acly	574.998	465	381	477	574	681	556	379.999	790.999	408	404	629	1216	461	605.001	1155.99
4	40143265	40199010	+	Aco1	568	489	473	551	597	643	642	439	715	428	400	595	777	527	632	749
15	81872463	81915138	+	Aco2	33518	33931	29161	32039	31803	29993	32092	27056	24614	27290	24155	30212	17963	34139	27156	28929
12	84009502	84017670	+	Acot1	426.766	284.515	363.012	420.403	199.301	231.907	311.01	295.944	123.39	395.502	281.857	203.4	120.745	483.301	174.078	285.775
4	106744555	106805008	-	Acot11	432.999	335	246	347	407.544	476.263	374	235	445.243	260	218	436.083	427.908	336	408.235	501.937
13	24817955	24831490	-	Acot13	2517	2429	2844	2535	2629	2498	2371	2587	1926	2970	2967	2347	1795	3411	2221	2143
12	83987861	83993876	+	Acot2	1299.23	1159.49	1295.99	1695.6	1091.7	1002.09	1125.99	1356.06	772.609	1264.45	936.143	1094.6	512.255	1872.63	717.922	923.225
12	84100654	84109784	+	Acot6	39	34	16	20	33	57	27	21	42	26	40	29	35	23	27	45
4	152178100	152271856	+	Acot7	742.999	723.001	669.999	682.997	543	642	580.998	675.999	665.003	640.001	532.002	690.999	730	928.999	604	665.999
2	164792768	164804882	-	Acot8	63	75	84	77	101	111	91	88	102	59	77	100	147	137	131	136
X	155262443	155297655	+	Acot9	265.967	267.853	278.863	258.844	507.313	429.376	298.963	239.865	399.998	260.828	257.934	407.787	661.221	272.866	309.856	360.001
11	116171883	116199046	-	Acox1	4924.1	5272.11	4613.89	5059.01	4777.09	4483.17	4512.03	4182.14	3712.06	4714.72	3908.19	4162.91	3050.06	5082.95	4480.91	4382.84
5	35583034	35613802	+	Acox3	396	449.962	328	358.941	536	584.999	537	382	597	308	262.264	555	749.003	463.001	541	576
12	30893326	30911613	-	Acp1	557.978	433.346	464.982	450	702.982	679.97	465.961	417.97	626.985	457.91	529.974	527	806.994	427.001	523.938	523.801
2	91202912	91214099	+	Acp2	461.229	399.117	432.407	404.776	583.735	712.043	577.758	377.645	833.859	320.549	415.148	638.482	1195.78	459.853	597.898	780.908
3	97158777	97176577	+	Acp6	282	281	256	329	272	310	290	244	263	244	243	331	314	331	258	350
6	125049927	125063266	+	Acrbp	24	27	23	35	17	19	30	27	21	28	26	28	52	25	26	55
11	94557102	94601787	-	Acsf2	430	489	366	432	296	292	305	379	328	373	325	292	251	487	340	350
8	122775486	122817888	+	Acsf3	377	355	314	381	480	494	346	337	367	301	270	422	355	447	442	384
8	46471037	46536052	+	Acsl1	12146	12322	10450.4	12892.6	10778	10252.2	10496.9	9896.89	7630	10756	9029.95	9388	4906.88	12327.1	9375.82	9616.57
1	78657825	78707744	+	Acsl3	85.0657	97.6739	63.9469	71.1896	89.5164	92	101	95.512	98	73	66.922	119.445	167	62.5205	79.8296	103.954
X	142317993	142390536	-	Acsl4	298.999	234	230	238	473.999	597.998	423	200	569.998	216	193	478.999	1003	139	649.998	671
19	55253369	55296629	+	Acsl5	226	199	181	204	305	361	320	211	474	185	162	437	939	235	362	483
11	54303824	54361540	+	Acsl6	140	200	93	113	139	167	150	109	99	81	97	98	118	146	125	113
7	119526265	119543361	+	Acsm5	76	105	72	92	42	27	74	67	22	51	82	31	0	78	42	49
2	150618111	150668241	-	Acss1	5351	5035	4419	5183	5044	4744	5471	4469	3298	4509	3411	4895	2747	5393	5397	4668
2	155518043	155562744	+	Acss2	424	459	447	423	644	608	543	376	493	381	367	596	455	507	527	606
10	106933517	107123638	-	Acss3	37	65	36	48	23	33	48	41	48	42	63	49	54	26	38	84
8	123891758	123894776	-	Acta1	2364	5171.09	6229.95	5890.17	5147.01	4108.22	2483.99	4009.87	11095.7	5683.31	5065.88	5796.27	5409.05	7421.31	4778.19	4265.03
19	34240336	34255374	-	Acta2	736	990	891	797	1856	2689	2127	637	4732	559	540	1533	3240	798	1794	5174
5	142903115	142906755	-	Actb	4522	4551	4654.96	4119	9543.97	11388	9128	4386.96	17975	4112	4454	12158	32954	5652.97	10425	10709
2	114047284	114052876	-	Actc1	100215	106156	114907	116282	147730	134604	106590	104084	105511	98677	89453	125573	96128	123918	115258	87919
